หนู,การจัดการ,0
ภารกิจ,ทางหลวง,0
สุรา,ศตวรรษ,0.21
ภารกิจ,ฟางข้าว,0
เกาะ,ภารกิจ,0
กลางคืน,บท,0
มลพิษ,ประธาน,0.21
ปืน,เคล็ดลับ,0.31
อ่างอาบน้ำ,เล่ห์เหลี่ยม,0
อาหาร,แอปเปิ้ล,3.23
เหรียญเซนต์,ภรรยา,0
บท,หาง,0
หลักสูตร,กระเพาะอาหาร,0
เพลงสรรเสริญ,ฟางข้าว,0
ทันตแพทย์,พันเอก,0.42
ภรรยา,ฟางข้าว,0
หลุม,ภรรยา,0
นักเรียน,ประธาน,1.15
อ่างอาบน้ำ,ภรรยา,0.31
คน,เหรียญเซนต์,0
สูตร,บันทึก,1.15
สุภาพสตรี,ขนสัตว์,0.21
แอปเปิ้ล,แสงอาทิตย์,0
ปืน,รุ่งอรุณ,0
อาหาร,เอว,0.21
กล้องถ่ายรูป,ประธาน,0
สุรา,วงดนตรี,1.04
พุง,เส้นเลือด,2.08
ปืน,ขนสัตว์,0.1
โซฟา,เบสบอล,0
แรงงาน,กล้องถ่ายรูป,0.21
ชั้น,หนู,0.1
ข้าว,เด็กผู้ชาย,0
คน,ปืน,0.42
หน้าผา,หาง,0
ข้อเท้า,หน้าต่าง,0
เจ้าหญิง,เกาะ,0
ภาชนะ,เม้าส์,0
รถบรรทุก,ภาชนะ,0.31
คน,บอลลูน,0.21
ดอลลาร์,คน,0.52
อ่างอาบน้ำ,บอลลูน,0
กระเพาะอาหาร,ห้องนอน,0
จักรยาน,ห้องนอน,0
บันทึก,อ่างอาบน้ำ,0
ชาม,หาง,0
ไป,มา,2.08
หยิบ,ขโมย,2.71
ฟัง,ได้ยิน,6.25
คิด,ให้เหตุผล,3.85
เกิดขึ้น,เกิดขึ้น,10
หายไป,หายไป,10
คูณ,หาร,4.17
วิงวอน,ร้องขอ,7.29
เริ่ม,ริเริ่มจาก,8.54
ป้องกัน,แก้ต่าง,2.81
ฆ่า,ทำลาย,4.79
สร้าง,ทำ,6.15
ยอมรับ,ปฏิเสธ,2.29
มองข้าม,หลบเลี่ยง,3.44
พกพา,นำมา,6.04
ออกจาก,เข้า,2.29
เลือก,เลือก,10
สูญเสีย,ล้มเหลว,3.96
ส่งเสริม,กีดกัน,1.56
บรรลุ,ทำสำเร็จ,7.5
ทำ,สร้าง,5.83
ฟัง,เชื่อฟัง,4.69
แจ้ง,แจ้งให้ทราบ,8.33
รับ,ให้,3.02
ยืม,ขอ,3.85
หยิบ,ได้รับ,2.29
แนะนำ,แนะนำ,10
เลียนแบบ,วาดภาพ,1.88
ชนะ,สำเร็จ,4.27
คิด,ตัดสิน,2.71
ทักทาย,พบ,2.29
เห็นด้วย,โต้เถียง,1.77
เพลิดเพลิน,ทำให้เพลิดเพลิน,6.46
ทำลาย,สร้าง,2.5
ประหยัด,ป้องกัน,0.42
ให้,ยืม,2.5
เข้าใจ,รับรู้,4.17
หยิบ,ได้รับ,2.4
ยอมรับ,รับทราบ,4.27
ตัดสินใจ,เลือก,5.63
ยอมรับ,เชื่อ,3.85
เก็บ,ครอบครอง,4.06
เตร่,ระเหเร่ร่อน,6.98
สำเร็จ,ล้มเหลว,1.98
ใช้จ่าย,ประหยัด,2.4
ออกจาก,ไป,4.17
มา,เข้าร่วม,3.33
ทราบ,เชื่อ,1.67
ชุมนุม,พบ,2.71
ทำ,ได้รับ,1.46
ลืม,มองข้าม,3.85
คูณ,บวก,4.06
หด,เติบโต,1.56
มาถึง,ออกจาก,1.56
สำเร็จ,ลอง,1.04
ยอมรับ,ปฏิเสธ,1.77
มาถึง,มา,5.31
เห็นด้วย,เห็นต่าง,2.4
ส่ง,รับ,2.29
ชนะ,ครอบงำ,0.94
บวก,หาร,3.96
ฆ่า,สำลัก,0.21
ได้มา,ได้รับ,5.52
มีส่วนร่วม,เข้าร่วม,5.42
ออกจาก,คงอยู่,1.77
ไป,เข้า,2.71
เอา,พกพา,2.4
ลืม,เรียนรู้,1.56
แต่งตั้ง,เลือกตั้ง,3.44
ว่าจ้าง,แต่งงาน,0.1
ถาม,อธิษฐาน,0.52
ไป,ส่ง,1.98
เอา,ส่งมอบ,1.46
พูด,ได้ยิน,2.08
วิเคราะห์,ประเมินผล,4.48
โต้เถียง,คิดด้วยเหตุผล,1.98
เสียไป,เก็บไว้,1.56
เปรียบเทียบ,วิเคราะห์,4.27
ทำให้สับสน,จัดระเบียบ,1.46
ไป,อนุญาต,1.35
เอา,ครอบครอง,3.33
เรียนรู้,ฟัง,3.44
ทำลาย,สร้าง,2.08
สร้าง,สร้าง,10
ขโมย,ซื้อ,1.04
ฆ่า,แขวน,0.42
ลืม,รับรู้,1.25
สร้าง,จินตนาการ,1.46
ทำ,เกิดขึ้น,2.08
ชนะ,ทำสำเร็จ,5.1
ให้,ปฏิเสธ,1.77
คู่ควร,ได้รับ,2.6
ได้รับ,วาง,0.94
ตั้งอยู่,ค้นหา,0.31
ปรากฏ,เข้าร่วม,0.83
เข้าใจ,จับความ,3.13
แกล้งทำ,จินตนาการ,0.73
พอใจ,โปรด,3.65
หวงแหน,เก็บไว้,3.13
โต้เถียง,แตกต่าง,2.71
เอาชนะ,ครอบงำ,1.15
ประพฤติ,เชื่อฟัง,1.35
ร่วมมือกัน,มีส่วนร่วม,5.21
บรรลุ,พยายาม,1.98
ล้มเหลว,กีดกัน,0.83
เริ่ม,เลิก,1.98
พูด,มีส่วนร่วม,1.35
มา,พามา,3.13
ประกาศ,ประกาศ,10
อ่าน,เข้าใจ,2.4
หยิบ,จากไป,0.42
ประกาศ,ประกาศ,10
ได้รับ,ได้รับ,10
สรุป,ตัดสินใจ,3.54
โปรด,วิงวอน,3.23
โต้เถียง,พิสูจน์,0.94
ถาม,ขอร้อง,1.77
ค้นหา,สูญหาย,2.6
ตรวจ,ตรวจสอบ,7.29
ตรวจสอบ,แสดงเหตุผล,1.88
สมมติ,ทำนาย,3.44
เรียนรู้,ประเมิน,1.25
โต้เถียง,แสดงเหตุผล,3.44
สร้าง,กลายเป็น,0.73
ค้นพบ,ริเริ่มจาก,2.71
บรรลุ,สำเร็จ,6.98
ให้,วาง,1.35
เข้าใจ,ฟัง,1.98
ขยายตัว,เติบโต,6.25
ยืม,ขาย,0.63
เก็บไว้,ป้องกัน,1.77
อธิบาย,พิสูจน์,3.23
สันนิษฐาน,แกล้งทำ,0.42
เห็นด้วย,โปรด,0.73
ให้อภัย,ลืม,0.83
ขยายความ,อธิบาย,6.25
เข้าใจ,ให้อภัย,2.4
เตือน,ลืม,1.98
ได้รับ,เหลืออยู่,0.78
ตระหนักถึง,ค้นพบ,1.35
ต้องการ,สอบถาม,0.83
มองข้าม,ถาม,0.52
คิด,สอบถาม,0.73
ปฏิเสธ,หลีกเลี่ยง,3.75
เถียง,ชักชวน,0
ไล่ตาม,โน้มน้าว,0.73
ยอมรับ,ยกโทษให้,1.98
ทำ,เลิก,1.25
สอบสวน,ตรวจสอบ,5.52
อภิปราย,อธิบาย,5.83
เป็นหนี้,ให้ยืม,2.5
สำรวจ,ค้นพบ,3.65
ร้องเรียน,โต้เถียง,1.77
ถอน,ปฏิเสธ,1.46
เก็บ,ยืม,1.35
ขอร้อง,ถาม,1.35
เตรียมการ,จัดระเบียบ,2.5
ลด,หด,5.21
พูด,รับทราบ,1.35
ให้,ยืม,1.67
ฆ่า,แก้ต่าง,0.21
หายไป,หด,0.94
ส่งมอบ,พกพา,0
หายใจ,สำลัก,2.29
รับทราบ,แจ้งให้ทราบ,3.23
กลายเป็น,ดูเหมือน,2.19
แกล้งทำ,ดูเหมือน,2.29
ทำสำเร็จ,กลายเป็น,0.83
คิด,คิด,10
กำหนด,ทำนาย,1.98
โปรด,ทำให้เพลิดเพลิน,2.08
อยู่,คงอยู่,7.19
แกล้งทำ,วาดภาพ,0.1
ลืม,คงอยู่,0.21
ต้องการ,เลือก,2.92
สูญหาย,ได้มา,0.73
ลอง,คิด,1.35
กลายเป็น,ปรากฏ,2.4
ออกจาก,มองข้าม,1.04
ยอมรับ,แนะนำ,1.15
ออกจาก,ระเหเร่ร่อน,2.5
เก็บไว้,ให้,1.56
ให้,อนุญาต,3.65
นำมา,ส่ง,2.81
ซึมซับ,เรียนรู้,4.38
ศึกษา,ค้นหา,4.9
ออกจาก,ปรากฏ,0
สร้าง,ทำลาย,2.08
เริ่ม,ไป,1.15
ได้รับ,ซื้อ,1.98
สะสม,ประหยัด,2.71
แทนที่,ฟื้นฟู,1.46
เข้าร่วม,บวก,1.04
เข้าร่วม,แต่งงาน,0.31
ยอมรับ,ส่งมอบ,1.04
แนบ,เข้าร่วม,0.31
วาง,แขวน,2.92
ไป,ขาย,0.42
สื่อสาร,อธิษฐาน,0
ให้,ขโมย,1.04
เพิ่ม,สร้าง,3.54
นำมา,ฟื้นฟู,1.04
เข้าใจ,พอใจ,1.15
วาดภาพ,ตัดสินใจ,0.21
จัดระเบียบ,กลายเป็น,0.1
ให้,รู้,0.1
พูด,ตรวจสอบ,0.31
ร่วมมือ,เข้าร่วม,4.27
เตรียมการ,ต้องการ,1.35
ยืม,ต้องการ,2.4
สอบสวน,ไล่ตาม,2.6
ไม่สนใจ,สำรวจ,0.63
นำมา,บ่น,0
เข้า,เป็นหนี้,0
วาดภาพ,แจ้งให้ทราบ,0
เตือน,ขาย,0
ซึมซับ,ครอบครอง,0.42
เข้าร่วม,ได้มา,1.35
ส่ง,เข้าประชุม,0.1
รวบรวม,เข้าประชุม,0.42
ซึมซับ,ถอน,0
เข้าประชุม,มาถึง,1.25
